short_description,close_notes,etiqueta
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): Vinculación de cliente no es posible ,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)] Se presenta interrupción en el acceso a VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Hola Camila

Buen día.

Reiniciamos el servicio llamado vinculacion-backend-service del cluster de Kubernetes porque el backend no estaba respondiendo las peticiones de acceso a la aplicación, con esto el aplicativo quedó funcionando y accediendo sin problema.

Se verifica acceso desde nosotros y desde los usuarios. Adjunto evidencia

Slds",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): no esta permitiendo el ingreso a los asesores,"Se ha copiado Notas de resolución del incidente principal: Hola Camila

Buen día.

Reiniciamos el servicio llamado vinculacion-backend-service del cluster de Kubernetes porque el backend no estaba respondiendo las peticiones de acceso a la aplicación, con esto el aplicativo quedó funcionando y accediendo sin problema.

Se verifica acceso desde nosotros y desde los usuarios. Adjunto evidencia

Slds",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):modificando  el correo del cliente ,"Buen dia.
Se realiza ajuste de correo y se envía a firmas.",1
"Buenas tardes:
Tenemos los siguentes casos, los cuales estan firmados por todas las partes pero no se han cargado a davibox ni subido la totalidad de documento","Buen dia.
Se realiza ajuste, se suben los archivos y estos viajaran al davibox el dia de mañana y así mismo se veran reflejados.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):activan la firmas ,"Buen dia.
Se amplia plazo a firmas, por favor continuar con el proceso.",1
21/04/2023Buen dia solicito su colaboracion reactivando el NIC para firmas del cliente 71311799  derivado a que caduco y no se realizaron la respectivas firma,"Buen dia.
Se amplia plazo a firmas, por favor continuar con el proceso.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):no se genero las firmas,"Buen dia.
Se amplia plazo a firmas, por favor continuar con el proceso.",1
"21/04/2023Buen dia solicitamos su apoyo derivado de que debemos legalizar los encargos adjuntos para el desembolso de proyectos, esto se reuquiere con urgenci","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
"Buen dia Estimados

Atentamente me permito solicitar la validacion del incidente presentando en la plataforma ONEID para el Proyecto Terra de Constructora Ing","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) - ,"Buen dia.
El proceso de firmas ha sido completado realizamos cargue de documentos y estos serán reflejados en davibox para el dia de mañana 26 de abril",0
Para la cedula 43611733  el día 10 de abril se completo el proceso de firmas para el encargo fiduciario  y el día 20 de abril se completo el proceso de firmas p,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) correo se vinvculo el cliente,"Hola Jeniffer

Buen día.

Ya fueron enviados los sobres al correo correcto de la usuaria en mención. Adjunto evidencia.

Se procede a dejar el caso en resuelto.

Slds",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) reenvio a firmas de los siguientes clientes,"Hola Jeniffer

Buen día.

- Se reenvía nic al cliente con correo dankamartinez@outlook.com asociado al encargo 0602000139983078
- El nic del comprador 45560031 en este momento esta pendiente por firmar el asesor con correo angie.santos@constructorabolivar.com - 0602000139983144, el cliente firmó hasta el día de hoy.
- Se amplió la fecha de caducidad del NIC que estaba caducado, se realiza envió de recordatorio de firma al cliente 52995191 con correo 
lmartinezarcor@hotmail.com - encargo 0602000139999652.

Se procede a dejar el caso en resuelto con las actualizaciones.

Slds",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Buena tarde.
Al momento el proceso de firmas ha sido completado, los documentos se verán reflejados en la herramienta davibox el día de mañana 28 de abril.
Saludos.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) - no se a generado la legalizacion de las siguiente inversiones ,"Cordial saludo.
Efectivamente tanto los documentos NIC y encargo ya están firmados y estos se verán reflejados en davibox para el día de mañana 28 de abril.
Quedamos atentos a la validación de las cédula mencionadas el dia de mañana si están en la herramienta davibox.",0
Se presenta interrupción en el acceso a Vinculación Preventas (One ID),"Usuarios confirman normalidad en el aplicativo el incidente se asocia al PRB PRB0041385 como solución temporal, mientras seguimos validando la solución permanente. ",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) - No reciben el correo una vez se efectua la creación de los mismos en la plataforma,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): no se han completado las legalizaciones,"Cordial saludo.
Se realizan las siguientes validaciones.

602000139984282 > Se realiza reenvío de documento nic para firma, encargo firmado
602000139986410 > Se realiza reenvío de documento nic para firma, encargo firmado
602000139986451 > Se realiza reenvío de documento nic para firma, encargo firmado
602000139986972 > Se realiza reenvío de documento nic para firma, encargo firmado
602000139987178  > Se realiza reenvío de documento nic para firma, encargo firmado",1
"Buenos días, agradezco el reenvio de los documentos para firma de los siguientes clientes dado que no han finalizado el proceso:
HARBEY JAIR GUERRERO BULLA CC ","Cordial saludo.
HARBEY JAIR GUERRERO BULLA CC 1022343979 (NIC Y CONTRATO) > Documentos reenviados
SANDRA PATRICIA MORENO CULMA CC 1010163676 (NIC) > proceso culminado, mañana se verán los documentos en la herramienta davibox
NUBIA MARGOT RODRIGUEZ BOLANOS CC 20505118 (NIC) documento nic reenviado",0
"LOS USUARIOS RELACIONADOS A CONTINUACIÓN RECIBIERON EL CORREO PARA CAMBIO DE CLAVE DE ONE ID, SIN EMBARGO AL INGRESAR Y COLOCAR LA CLAVE (QUE COMIENZA POR @) LE",Después de la sesión se evidencio que la falla no es del aplicativo el error era por que los usuarios estaban poniendo mal la clave ,1
"Buen dia Estimados

Reciban un cordial saludo

Atentamente me permito solicitar el envío de clave de autenticación a los correos autorizados a las asesoras ","Buen dia.
Se confirma el ingreso a la plataforma",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):no permite cambio de contraseña,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"De las vinculaciones  gestionadas el día 11/05/2023 no llegaron al davibox los documentos de  vinculación del cliente C.C  1022989483	LEIDY LORENA 	LAGOS	CELY ,","Buen dia.
Detectamos un error en el callback al momento de llamar los documentos, al momento se solventa.
Se realiza el cargue de los documentos, estos se verán reflejados el día de mañana en la herramienta davibox",0
"Fecha: 11 de abril a 07 de mayo
Usuario:  LAURA DANIELA PARGA VERDUGO Constructora Triada
Error: Los clientes relacionados a continuación fueron remitidos par","Cordial saludo.
Se realiza reenvío de documento nic a los clientes mencionados.",2
"Buenas tardes Agradezco su ayuda con el reenvio:

nos ayudas para reenviar los correos de NIC y apertura de encargo fiduciario a los clientes del número de en","Cordial saludo.
Detectamos que hay una novedad por el lado del correo de los clientes, no les llega el correo de los documentos ya que posiblemente las bandejas de entrada estén muy llenas, lo reportado no es un error tecnológico, solicito validar las evidencias adjuntas con los clientes.",0
"buenas tardes, realice la creacion de un incidente sobre el cargue de los documentos en Davibox del cliente ERIKA NEIRA MONTOYA CC 66912648 encarfgo 06020001399","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
Del día de ayer 17/05/2023 no llegaron imágenes ni archivos CSV al davibox,Cerrado por solicitante,0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):no recibio el encargo para firma y no se ha generado la legalizacion,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Documentos firmados sin legalizar

Buen día.

Amablemente me permito informar que contamos con 3 clientes, de los cuales se evidencia la documentación con l","Buen dia Camila.
Se realizan las validaciones y hubo un error en callback no que no permitió que los documentos viajen a la herramienta davibox.
Estos se verán reflejados para el dia de mañana.",0
"Buenas tardes: 

Tenemos el caso de un encargo de Bolivar Cali 0602000139925814 el cual segun nos reporta esta pendiente  PENDIENTE FIRMAR NIC  POR CLIENTE Y ","Cordial saludo.
Se realiza aumento de plazo para firmar documentos y así mismo se reenvía notificación al cliente.
Lo escalado anteriormente no es una falla tecnológica se cerrara el caso como no corresponde a un incidente.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  no se encuentra legalizado pero ya se finalizo,"Cordial Saludo.

Se realiza ajuste del documento de encargo, los documentos firmados se verán reflejados el día de mañana 26 de mayo de 2023 en la herramienta davibox.",0
"24mayo2023 falla en ONE ID , cc 35537921 confirmamos que para el documento de cédula 32691629 de GRICELIDES MATILDE CAJAR SALCEDO, en la herramienta de davibox ","Cordial Saludo.

Se realiza el ajuste del documento encargo para el cliente mencionado, este documento se vera reflejado el dia de mañana 26 de mayo en la herramienta davibox.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): con la corrección del correo  y el envió a firmas de nuevo al correo correcto,"Cordial Saludo.

Se corrigió el correo y se reenvió la solicitud de firmas al correo mencionado: Maripausr@hotmail.com, la cual al momento ya ha sido tramitada, por ende se da por resuelto el caso.",1
"Buen día Estimados

Reciban un cordial saludo

De manera atenta me permito solicitar su colaboracion derivado que el siguiente usuario de Constructora Colsu","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Se solicita verificar puesto al momento de generar la vinculacion de un cliente en sala de ventas aparece error id no coincide sin embargo los datos son iguales,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buenos dias:
Tenemos un caso, en el cual hace 2 días los clientes  firmaron NIC y Encargo pero no le llega al asesor el numero del encargo es 0602000140290232,","Cordial saludo.

Muy buena tarde se corrigió el correo a:  ibsdireccionmp@hotmail.com y se reenvió tanto el NIC como el encargo. se verifico el envio y se da por resuelto el caso.

Darwin Vargas
Davinci Tech",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) - Informe de One ID apareciendo como enviado a firmas y la documentación no llega a Davibox,"Buena tarde

Algunos procesos aun no han terminado el proceso de firmas:

0602000139999330 y 0602000139999033 son del mismo cliente esta vinculado de manera duplicada y se trabajara con el 0602000139998936 ya que esta mas adelantado, pendiente por firmar encargo por favor validar con el asesor gisell.gonzalez@constructorabolivar.com se reenvía correo de recordatorio
0602000140106388 pendiente por firmar nic todas las partes se envia correo de recordatorio.",0
"RE ENVIAR EL CONTRATO DE ENCARGO FIDUCIARIO AL CLIENTE Y ASESOR PUES ESTE NO FUE RECIBIDO PARA FIRMAS

Nombre comprador: ROYER MAURICIO PEREZ PATIÑO

Cedula","Cordial saludo.

Muy buenas tardes se reenvió el encargo al correo: rp3302341@gmail.com y tambien a Laura.Oliveros@constructoracolpatria.com, con la finalidad de que se continúe con el respectivo proceso de firmas. Se queda pendiente ante cualquier solicitud adicional.

",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): Buen dia su ayuda corrigiendo el correo del encargo 0602000139999835 del cliente 1102878069,"Cordial saludo.

Muy buen dia se corrige la direccion del correo electrónico por: antonio.lopez970228@gmail.com y se realiza el reenvió tanto del NIC como del encargo. Se queda pendiente ante cualquier solicitud adicional.",1
"Agradezco tu colaboración para validar el siguiente caso dado que en el reporte de ONE ID registra Estado del proceso: Datos básicos, sin embargo, este proceso ","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
"Agradezco tu colaboración con el siguiente caso ya que todas las partes firmaron pero en estado del proceso registra ""Enviado a firmas"". se adjunta reporte","Cordial saludo.

Se validó la información y se encontró que el cliente : Andrea Tatiana Duarte Guerrero con C.C. 1098699836 firmó el encargo pero no ha firmado el NIC,  es por eso que el proceso de firmas no se ha completado en su totalidad se invita a que el cliente firme el respectivo NIC para que el proceso pueda finalizar. Se queda pendiente ante cualquier solicitud adicional.",1
Agradezco tu colaboración para indicar si el encargo 0602000140317605 está legalizado dado que la asesora completó las firmas de ambos documentos y en el report,"Cordial saludo.

Se validó el encargo y se encontró que aún hace falta la firma de: Aura Ivonne Duarte Sanabria identificada con C.C. 1098826006 tanto en el encargo como en el NIC, por esta razón el proceso no se ha finalizado, se reenvía el NIC y Encargo a la persona mencionada con la finalidad de que continúe con el proceso y finalización de firmas. ",0
"Buenos días, 

Agradezco reenviar los formularios para firma al asesor de sala, me permito compartir los datos del cliente que se va a vincular:

Tipo de do","Buena tarde.
Se realiza reenvio de encargo ya que es el único documento pendiente por firmar.
Esto no es una falla tecnológica se cierra caso como no correspondiente a un incidente",1
"Buenas tardes 
la sra ANDREA MELISSA RANGEL POTES con cedula 1081763613 fue vinculada por oneid y  no le han llegado los documentos para firma el proceso de vi","Cordial saludo.

Muy buen día se realizaron los correspondientes envíos tanto del NIC como del encargo para que se pueda continuar con el proceso de firmas, quedamos pendientes ante cualquier solicitud adicional.",1
